freq,unit,mot_nrg,engine,geo,year,registration_count
A,NR,TOTAL,TOTAL,NO,1982,
A,NR,TOTAL,TOTAL,PL,1982,
A,NR,TOTAL,TOTAL,PT,1982,129631.0
A,NR,TOTAL,TOTAL,RO,1982,
A,NR,TOTAL,TOTAL,RS,1982,
A,NR,TOTAL,TOTAL,SE,1982,
A,NR,TOTAL,TOTAL,SI,1982,
A,NR,TOTAL,TOTAL,SK,1982,
A,NR,TOTAL,TOTAL,TR,1982,
A,NR,TOTAL,TOTAL,UA,1982,
A,NR,TOTAL,TOTAL,UK,1982,1676982.0
A,NR,TOTAL,TOTAL,XK,1982,
A,NR,DIE,CC1400-1999,AT,1983,
A,NR,DIE,CC1400-1999,BA,1983,
A,NR,DIE,CC1400-1999,BE,1983,
A,NR,DIE,CC1400-1999,CH,1983,
A,NR,DIE,CC1400-1999,CY,1983,
A,NR,DIE,CC1400-1999,CZ,1983,
A,NR,DIE,CC1400-1999,DE,1983,
A,NR,DIE,CC1400-1999,EE,1983,
A,NR,DIE,CC1400-1999,EL,1983,
A,NR,DIE,CC1400-1999,ES,1983,
A,NR,DIE,CC1400-1999,FI,1983,
A,NR,DIE,CC1400-1999,FR,1983,
A,NR,DIE,CC1400-1999,GE,1983,
A,NR,DIE,CC1400-1999,HR,1983,
A,NR,DIE,CC1400-1999,HU,1983,
A,NR,DIE,CC1400-1999,IE,1983,
A,NR,DIE,CC1400-1999,IS,1983,
A,NR,DIE,CC1400-1999,IT,1983,
A,NR,DIE,CC1400-1999,LI,1983,
A,NR,DIE,CC1400-1999,LT,1983,
A,NR,DIE,CC1400-1999,LU,1983,
A,NR,DIE,CC1400-1999,LV,1983,
A,NR,DIE,CC1400-1999,MD,1983,
A,NR,DIE,CC1400-1999,ME,1983,
A,NR,DIE,CC1400-1999,MT,1983,
A,NR,DIE,CC1400-1999,NO,1983,
A,NR,DIE,CC1400-1999,PL,1983,
A,NR,DIE,CC1400-1999,PT,1983,
A,NR,DIE,CC1400-1999,RO,1983,
A,NR,DIE,CC1400-1999,RS,1983,
A,NR,DIE,CC1400-1999,SE,1983,
A,NR,DIE,CC1400-1999,SI,1983,
A,NR,DIE,CC1400-1999,TR,1983,
A,NR,DIE,CC1400-1999,UA,1983,
A,NR,DIE,CC1400-1999,UK,1983,
A,NR,DIE,CC1400-1999,XK,1983,
A,NR,DIE,CC_GE2000,AT,1983,
A,NR,DIE,CC_GE2000,BA,1983,
A,NR,DIE,CC_GE2000,BE,1983,
A,NR,DIE,CC_GE2000,CH,1983,
A,NR,DIE,CC_GE2000,CY,1983,
A,NR,DIE,CC_GE2000,CZ,1983,
A,NR,DIE,CC_GE2000,DE,1983,
A,NR,DIE,CC_GE2000,EE,1983,
A,NR,DIE,CC_GE2000,EL,1983,
A,NR,DIE,CC_GE2000,ES,1983,
A,NR,DIE,CC_GE2000,FI,1983,
A,NR,DIE,CC_GE2000,FR,1983,
A,NR,DIE,CC_GE2000,GE,1983,
A,NR,DIE,CC_GE2000,HR,1983,
A,NR,DIE,CC_GE2000,HU,1983,
A,NR,DIE,CC_GE2000,IE,1983,
A,NR,DIE,CC_GE2000,IS,1983,
A,NR,DIE,CC_GE2000,IT,1983,
A,NR,DIE,CC_GE2000,LI,1983,
A,NR,DIE,CC_GE2000,LT,1983,
A,NR,DIE,CC_GE2000,LU,1983,
A,NR,DIE,CC_GE2000,LV,1983,
A,NR,DIE,CC_GE2000,MD,1983,
A,NR,DIE,CC_GE2000,ME,1983,
A,NR,DIE,CC_GE2000,MT,1983,
A,NR,DIE,CC_GE2000,NO,1983,
A,NR,DIE,CC_GE2000,PL,1983,
A,NR,DIE,CC_GE2000,PT,1983,
A,NR,DIE,CC_GE2000,RO,1983,
A,NR,DIE,CC_GE2000,RS,1983,
A,NR,DIE,CC_GE2000,SE,1983,
A,NR,DIE,CC_GE2000,SI,1983,
A,NR,DIE,CC_GE2000,TR,1983,
A,NR,DIE,CC_GE2000,UA,1983,
A,NR,DIE,CC_GE2000,UK,1983,
A,NR,DIE,CC_GE2000,XK,1983,
A,NR,DIE,CC_LT1400,AT,1983,
A,NR,DIE,CC_LT1400,BA,1983,
A,NR,DIE,CC_LT1400,BE,1983,
A,NR,DIE,CC_LT1400,CH,1983,
A,NR,DIE,CC_LT1400,CY,1983,
A,NR,DIE,CC_LT1400,CZ,1983,
A,NR,DIE,CC_LT1400,DE,1983,
A,NR,DIE,CC_LT1400,EE,1983,
A,NR,DIE,CC_LT1400,EL,1983,
A,NR,DIE,CC_LT1400,ES,1983,
A,NR,DIE,CC_LT1400,FI,1983,
A,NR,DIE,CC_LT1400,FR,1983,
A,NR,DIE,CC_LT1400,GE,1983,
A,NR,DIE,CC_LT1400,HR,1983,
A,NR,DIE,CC_LT1400,HU,1983,
A,NR,DIE,CC_LT1400,IE,1983,
A,NR,DIE,CC_LT1400,IS,1983,
A,NR,DIE,CC_LT1400,IT,1983,
A,NR,DIE,CC_LT1400,LI,1983,
A,NR,DIE,CC_LT1400,LT,1983,
A,NR,DIE,CC_LT1400,LU,1983,
A,NR,DIE,CC_LT1400,LV,1983,
A,NR,DIE,CC_LT1400,MD,1983,
A,NR,DIE,CC_LT1400,ME,1983,
A,NR,DIE,CC_LT1400,MT,1983,
A,NR,DIE,CC_LT1400,NO,1983,
A,NR,DIE,CC_LT1400,PL,1983,
A,NR,DIE,CC_LT1400,PT,1983,
A,NR,DIE,CC_LT1400,RO,1983,
A,NR,DIE,CC_LT1400,RS,1983,
A,NR,DIE,CC_LT1400,SE,1983,
A,NR,DIE,CC_LT1400,SI,1983,
A,NR,DIE,CC_LT1400,TR,1983,
A,NR,DIE,CC_LT1400,UA,1983,
A,NR,DIE,CC_LT1400,UK,1983,
A,NR,DIE,CC_LT1400,XK,1983,
A,NR,DIE,TOTAL,AL,1983,
A,NR,DIE,TOTAL,AT,1983,
A,NR,DIE,TOTAL,BA,1983,
A,NR,DIE,TOTAL,BE,1983,
A,NR,DIE,TOTAL,BG,1983,
A,NR,DIE,TOTAL,CH,1983,
A,NR,DIE,TOTAL,CY,1983,
A,NR,DIE,TOTAL,CZ,1983,
A,NR,DIE,TOTAL,DE,1983,
A,NR,DIE,TOTAL,DK,1983,
A,NR,DIE,TOTAL,EE,1983,
A,NR,DIE,TOTAL,EL,1983,
A,NR,DIE,TOTAL,ES,1983,
A,NR,DIE,TOTAL,EU27_2020,1983,
A,NR,DIE,TOTAL,FI,1983,
A,NR,DIE,TOTAL,FR,1983,191812.0
A,NR,DIE,TOTAL,GE,1983,
A,NR,DIE,TOTAL,HR,1983,
A,NR,DIE,TOTAL,HU,1983,
A,NR,DIE,TOTAL,IE,1983,
A,NR,DIE,TOTAL,IS,1983,
A,NR,DIE,TOTAL,IT,1983,
A,NR,DIE,TOTAL,LI,1983,
A,NR,DIE,TOTAL,LT,1983,
A,NR,DIE,TOTAL,LU,1983,
A,NR,DIE,TOTAL,LV,1983,
A,NR,DIE,TOTAL,MD,1983,
A,NR,DIE,TOTAL,ME,1983,
A,NR,DIE,TOTAL,MT,1983,
A,NR,DIE,TOTAL,NL,1983,
A,NR,DIE,TOTAL,NO,1983,
A,NR,DIE,TOTAL,PL,1983,
A,NR,DIE,TOTAL,PT,1983,
A,NR,DIE,TOTAL,RO,1983,
A,NR,DIE,TOTAL,RS,1983,
A,NR,DIE,TOTAL,SE,1983,
A,NR,DIE,TOTAL,SI,1983,
A,NR,DIE,TOTAL,SK,1983,
A,NR,DIE,TOTAL,TR,1983,
A,NR,DIE,TOTAL,UA,1983,
A,NR,DIE,TOTAL,UK,1983,
A,NR,DIE,TOTAL,XK,1983,
A,NR,PET,CC1400-1999,AT,1983,
A,NR,PET,CC1400-1999,BA,1983,
A,NR,PET,CC1400-1999,BE,1983,
A,NR,PET,CC1400-1999,CH,1983,
A,NR,PET,CC1400-1999,CY,1983,
A,NR,PET,CC1400-1999,CZ,1983,
A,NR,PET,CC1400-1999,DE,1983,
A,NR,PET,CC1400-1999,EE,1983,
A,NR,PET,CC1400-1999,EL,1983,
A,NR,PET,CC1400-1999,ES,1983,
A,NR,PET,CC1400-1999,FI,1983,
A,NR,PET,CC1400-1999,FR,1983,
A,NR,PET,CC1400-1999,GE,1983,
A,NR,PET,CC1400-1999,HR,1983,
A,NR,PET,CC1400-1999,HU,1983,
A,NR,PET,CC1400-1999,IE,1983,
A,NR,PET,CC1400-1999,IS,1983,
A,NR,PET,CC1400-1999,IT,1983,
A,NR,PET,CC1400-1999,LI,1983,
A,NR,PET,CC1400-1999,LT,1983,
A,NR,PET,CC1400-1999,LU,1983,
A,NR,PET,CC1400-1999,LV,1983,
A,NR,PET,CC1400-1999,MD,1983,
A,NR,PET,CC1400-1999,ME,1983,
A,NR,PET,CC1400-1999,MT,1983,
A,NR,PET,CC1400-1999,NO,1983,
A,NR,PET,CC1400-1999,PL,1983,
A,NR,PET,CC1400-1999,PT,1983,
A,NR,PET,CC1400-1999,RO,1983,
A,NR,PET,CC1400-1999,RS,1983,
A,NR,PET,CC1400-1999,SE,1983,
A,NR,PET,CC1400-1999,SI,1983,
A,NR,PET,CC1400-1999,TR,1983,
A,NR,PET,CC1400-1999,UA,1983,
A,NR,PET,CC1400-1999,UK,1983,
A,NR,PET,CC1400-1999,XK,1983,
A,NR,PET,CC_GE2000,AT,1983,
A,NR,PET,CC_GE2000,BA,1983,
A,NR,PET,CC_GE2000,BE,1983,
A,NR,PET,CC_GE2000,CH,1983,
A,NR,PET,CC_GE2000,CY,1983,
A,NR,PET,CC_GE2000,CZ,1983,
A,NR,PET,CC_GE2000,DE,1983,
A,NR,PET,CC_GE2000,EE,1983,
A,NR,PET,CC_GE2000,EL,1983,
A,NR,PET,CC_GE2000,ES,1983,
A,NR,PET,CC_GE2000,FI,1983,
A,NR,PET,CC_GE2000,FR,1983,
A,NR,PET,CC_GE2000,GE,1983,
A,NR,PET,CC_GE2000,HR,1983,
A,NR,PET,CC_GE2000,HU,1983,
A,NR,PET,CC_GE2000,IE,1983,
A,NR,PET,CC_GE2000,IS,1983,
A,NR,PET,CC_GE2000,IT,1983,
A,NR,PET,CC_GE2000,LI,1983,
A,NR,PET,CC_GE2000,LT,1983,
A,NR,PET,CC_GE2000,LU,1983,
A,NR,PET,CC_GE2000,LV,1983,
A,NR,PET,CC_GE2000,MD,1983,
A,NR,PET,CC_GE2000,ME,1983,
A,NR,PET,CC_GE2000,MT,1983,
A,NR,PET,CC_GE2000,NO,1983,
A,NR,PET,CC_GE2000,PL,1983,
A,NR,PET,CC_GE2000,PT,1983,
A,NR,PET,CC_GE2000,RO,1983,
A,NR,PET,CC_GE2000,RS,1983,
A,NR,PET,CC_GE2000,SE,1983,
A,NR,PET,CC_GE2000,SI,1983,
A,NR,PET,CC_GE2000,TR,1983,
A,NR,PET,CC_GE2000,UA,1983,
A,NR,PET,CC_GE2000,UK,1983,
A,NR,PET,CC_GE2000,XK,1983,
A,NR,PET,CC_LT1400,AT,1983,
A,NR,PET,CC_LT1400,BA,1983,
A,NR,PET,CC_LT1400,BE,1983,
A,NR,PET,CC_LT1400,CH,1983,
A,NR,PET,CC_LT1400,CY,1983,
A,NR,PET,CC_LT1400,CZ,1983,
A,NR,PET,CC_LT1400,DE,1983,
A,NR,PET,CC_LT1400,EE,1983,
A,NR,PET,CC_LT1400,EL,1983,
A,NR,PET,CC_LT1400,ES,1983,
A,NR,PET,CC_LT1400,FI,1983,
A,NR,PET,CC_LT1400,FR,1983,
A,NR,PET,CC_LT1400,GE,1983,
A,NR,PET,CC_LT1400,HR,1983,
A,NR,PET,CC_LT1400,HU,1983,
A,NR,PET,CC_LT1400,IE,1983,
A,NR,PET,CC_LT1400,IS,1983,
A,NR,PET,CC_LT1400,IT,1983,
A,NR,PET,CC_LT1400,LI,1983,
A,NR,PET,CC_LT1400,LT,1983,
A,NR,PET,CC_LT1400,LU,1983,
A,NR,PET,CC_LT1400,LV,1983,
A,NR,PET,CC_LT1400,MD,1983,
A,NR,PET,CC_LT1400,ME,1983,
A,NR,PET,CC_LT1400,MT,1983,
A,NR,PET,CC_LT1400,NO,1983,
A,NR,PET,CC_LT1400,PL,1983,
A,NR,PET,CC_LT1400,PT,1983,
A,NR,PET,CC_LT1400,RO,1983,
A,NR,PET,CC_LT1400,RS,1983,
A,NR,PET,CC_LT1400,SE,1983,
A,NR,PET,CC_LT1400,SI,1983,
A,NR,PET,CC_LT1400,TR,1983,
A,NR,PET,CC_LT1400,UA,1983,
A,NR,PET,CC_LT1400,UK,1983,
A,NR,PET,CC_LT1400,XK,1983,
A,NR,PET,TOTAL,AL,1983,
A,NR,PET,TOTAL,AT,1983,
A,NR,PET,TOTAL,BA,1983,
A,NR,PET,TOTAL,BE,1983,
A,NR,PET,TOTAL,BG,1983,
A,NR,PET,TOTAL,CH,1983,
A,NR,PET,TOTAL,CY,1983,
A,NR,PET,TOTAL,CZ,1983,
A,NR,PET,TOTAL,DE,1983,
A,NR,PET,TOTAL,DK,1983,
A,NR,PET,TOTAL,EE,1983,
A,NR,PET,TOTAL,EL,1983,
A,NR,PET,TOTAL,ES,1983,
A,NR,PET,TOTAL,EU27_2020,1983,
A,NR,PET,TOTAL,FI,1983,
A,NR,PET,TOTAL,FR,1983,1824565.0
A,NR,PET,TOTAL,GE,1983,
A,NR,PET,TOTAL,HR,1983,
A,NR,PET,TOTAL,HU,1983,
A,NR,PET,TOTAL,IE,1983,
A,NR,PET,TOTAL,IS,1983,
A,NR,PET,TOTAL,IT,1983,
A,NR,PET,TOTAL,LI,1983,
A,NR,PET,TOTAL,LT,1983,
A,NR,PET,TOTAL,LU,1983,
A,NR,PET,TOTAL,LV,1983,
A,NR,PET,TOTAL,MD,1983,
A,NR,PET,TOTAL,ME,1983,
A,NR,PET,TOTAL,MT,1983,
A,NR,PET,TOTAL,NL,1983,
A,NR,PET,TOTAL,NO,1983,
A,NR,PET,TOTAL,PL,1983,
A,NR,PET,TOTAL,PT,1983,
A,NR,PET,TOTAL,RO,1983,
A,NR,PET,TOTAL,RS,1983,
A,NR,PET,TOTAL,SE,1983,
A,NR,PET,TOTAL,SI,1983,
A,NR,PET,TOTAL,SK,1983,
A,NR,PET,TOTAL,TR,1983,
A,NR,PET,TOTAL,UA,1983,
A,NR,PET,TOTAL,UK,1983,
A,NR,PET,TOTAL,XK,1983,
A,NR,TOTAL,TOTAL,AL,1983,
A,NR,TOTAL,TOTAL,AT,1983,
A,NR,TOTAL,TOTAL,BA,1983,
A,NR,TOTAL,TOTAL,BE,1983,341243.0
A,NR,TOTAL,TOTAL,BG,1983,
A,NR,TOTAL,TOTAL,CH,1983,
A,NR,TOTAL,TOTAL,CY,1983,
A,NR,TOTAL,TOTAL,CZ,1983,
A,NR,TOTAL,TOTAL,DE,1983,2426774.0
A,NR,TOTAL,TOTAL,DK,1983,116346.0
A,NR,TOTAL,TOTAL,EE,1983,
A,NR,TOTAL,TOTAL,EL,1983,75222.0
A,NR,TOTAL,TOTAL,ES,1983,550436.0
A,NR,TOTAL,TOTAL,EU27_2020,1983,
A,NR,TOTAL,TOTAL,FI,1983,
A,NR,TOTAL,TOTAL,FR,1983,2017617.0
A,NR,TOTAL,TOTAL,GE,1983,
A,NR,TOTAL,TOTAL,HR,1983,
A,NR,TOTAL,TOTAL,HU,1983,
A,NR,TOTAL,TOTAL,IE,1983,
A,NR,TOTAL,TOTAL,IS,1983,
A,NR,TOTAL,TOTAL,IT,1983,1451512.0
A,NR,TOTAL,TOTAL,LI,1983,
A,NR,TOTAL,TOTAL,LT,1983,
A,NR,TOTAL,TOTAL,LU,1983,26482.0
A,NR,TOTAL,TOTAL,LV,1983,
A,NR,TOTAL,TOTAL,MD,1983,
A,NR,TOTAL,TOTAL,ME,1983,
A,NR,TOTAL,TOTAL,MK,1983,
A,NR,TOTAL,TOTAL,MT,1983,
A,NR,TOTAL,TOTAL,NL,1983,459131.0
A,NR,TOTAL,TOTAL,NO,1983,
A,NR,TOTAL,TOTAL,PL,1983,
A,NR,TOTAL,TOTAL,PT,1983,113632.0
A,NR,TOTAL,TOTAL,RO,1983,
A,NR,TOTAL,TOTAL,RS,1983,
A,NR,TOTAL,TOTAL,SE,1983,
A,NR,TOTAL,TOTAL,SI,1983,
A,NR,TOTAL,TOTAL,SK,1983,
A,NR,TOTAL,TOTAL,TR,1983,
A,NR,TOTAL,TOTAL,UA,1983,
A,NR,TOTAL,TOTAL,UK,1983,1938169.0
A,NR,TOTAL,TOTAL,XK,1983,
A,NR,DIE,CC1400-1999,AT,1984,
A,NR,DIE,CC1400-1999,BA,1984,
A,NR,DIE,CC1400-1999,BE,1984,
A,NR,DIE,CC1400-1999,CH,1984,
A,NR,DIE,CC1400-1999,CY,1984,
A,NR,DIE,CC1400-1999,CZ,1984,
A,NR,DIE,CC1400-1999,DE,1984,
A,NR,DIE,CC1400-1999,EE,1984,
A,NR,DIE,CC1400-1999,EL,1984,
A,NR,DIE,CC1400-1999,ES,1984,
A,NR,DIE,CC1400-1999,FI,1984,
A,NR,DIE,CC1400-1999,FR,1984,
A,NR,DIE,CC1400-1999,GE,1984,
A,NR,DIE,CC1400-1999,HR,1984,
A,NR,DIE,CC1400-1999,HU,1984,
A,NR,DIE,CC1400-1999,IE,1984,
A,NR,DIE,CC1400-1999,IS,1984,
A,NR,DIE,CC1400-1999,IT,1984,
A,NR,DIE,CC1400-1999,LI,1984,
A,NR,DIE,CC1400-1999,LT,1984,
A,NR,DIE,CC1400-1999,LU,1984,
A,NR,DIE,CC1400-1999,LV,1984,
A,NR,DIE,CC1400-1999,MD,1984,
A,NR,DIE,CC1400-1999,ME,1984,
A,NR,DIE,CC1400-1999,MT,1984,
A,NR,DIE,CC1400-1999,NO,1984,
A,NR,DIE,CC1400-1999,PL,1984,
A,NR,DIE,CC1400-1999,PT,1984,
A,NR,DIE,CC1400-1999,RO,1984,
A,NR,DIE,CC1400-1999,RS,1984,
A,NR,DIE,CC1400-1999,SE,1984,
A,NR,DIE,CC1400-1999,SI,1984,
A,NR,DIE,CC1400-1999,TR,1984,
A,NR,DIE,CC1400-1999,UA,1984,
A,NR,DIE,CC1400-1999,UK,1984,
A,NR,DIE,CC1400-1999,XK,1984,
A,NR,DIE,CC_GE2000,AT,1984,
A,NR,DIE,CC_GE2000,BA,1984,
A,NR,DIE,CC_GE2000,BE,1984,
A,NR,DIE,CC_GE2000,CH,1984,
A,NR,DIE,CC_GE2000,CY,1984,
A,NR,DIE,CC_GE2000,CZ,1984,
A,NR,DIE,CC_GE2000,DE,1984,
A,NR,DIE,CC_GE2000,EE,1984,
A,NR,DIE,CC_GE2000,EL,1984,
A,NR,DIE,CC_GE2000,ES,1984,
A,NR,DIE,CC_GE2000,FI,1984,
A,NR,DIE,CC_GE2000,FR,1984,
A,NR,DIE,CC_GE2000,GE,1984,
A,NR,DIE,CC_GE2000,HR,1984,
A,NR,DIE,CC_GE2000,HU,1984,
A,NR,DIE,CC_GE2000,IE,1984,
A,NR,DIE,CC_GE2000,IS,1984,
A,NR,DIE,CC_GE2000,IT,1984,
A,NR,DIE,CC_GE2000,LI,1984,
A,NR,DIE,CC_GE2000,LT,1984,
A,NR,DIE,CC_GE2000,LU,1984,
A,NR,DIE,CC_GE2000,LV,1984,
A,NR,DIE,CC_GE2000,MD,1984,
A,NR,DIE,CC_GE2000,ME,1984,
A,NR,DIE,CC_GE2000,MT,1984,
A,NR,DIE,CC_GE2000,NO,1984,
A,NR,DIE,CC_GE2000,PL,1984,
A,NR,DIE,CC_GE2000,PT,1984,
A,NR,DIE,CC_GE2000,RO,1984,
A,NR,DIE,CC_GE2000,RS,1984,
A,NR,DIE,CC_GE2000,SE,1984,
A,NR,DIE,CC_GE2000,SI,1984,
A,NR,DIE,CC_GE2000,TR,1984,
A,NR,DIE,CC_GE2000,UA,1984,
A,NR,DIE,CC_GE2000,UK,1984,
A,NR,DIE,CC_GE2000,XK,1984,
A,NR,DIE,CC_LT1400,AT,1984,
A,NR,DIE,CC_LT1400,BA,1984,
A,NR,DIE,CC_LT1400,BE,1984,
A,NR,DIE,CC_LT1400,CH,1984,
A,NR,DIE,CC_LT1400,CY,1984,
A,NR,DIE,CC_LT1400,CZ,1984,
A,NR,DIE,CC_LT1400,DE,1984,
A,NR,DIE,CC_LT1400,EE,1984,
A,NR,DIE,CC_LT1400,EL,1984,
A,NR,DIE,CC_LT1400,ES,1984,
A,NR,DIE,CC_LT1400,FI,1984,
A,NR,DIE,CC_LT1400,FR,1984,
A,NR,DIE,CC_LT1400,GE,1984,
A,NR,DIE,CC_LT1400,HR,1984,
A,NR,DIE,CC_LT1400,HU,1984,
A,NR,DIE,CC_LT1400,IE,1984,
A,NR,DIE,CC_LT1400,IS,1984,
A,NR,DIE,CC_LT1400,IT,1984,
A,NR,DIE,CC_LT1400,LI,1984,
A,NR,DIE,CC_LT1400,LT,1984,
A,NR,DIE,CC_LT1400,LU,1984,
A,NR,DIE,CC_LT1400,LV,1984,
A,NR,DIE,CC_LT1400,MD,1984,
A,NR,DIE,CC_LT1400,ME,1984,
A,NR,DIE,CC_LT1400,MT,1984,
A,NR,DIE,CC_LT1400,NO,1984,
A,NR,DIE,CC_LT1400,PL,1984,
A,NR,DIE,CC_LT1400,PT,1984,
A,NR,DIE,CC_LT1400,RO,1984,
A,NR,DIE,CC_LT1400,RS,1984,
A,NR,DIE,CC_LT1400,SE,1984,
A,NR,DIE,CC_LT1400,SI,1984,
A,NR,DIE,CC_LT1400,TR,1984,
A,NR,DIE,CC_LT1400,UA,1984,
A,NR,DIE,CC_LT1400,UK,1984,
A,NR,DIE,CC_LT1400,XK,1984,
A,NR,DIE,TOTAL,AL,1984,
A,NR,DIE,TOTAL,AT,1984,
A,NR,DIE,TOTAL,BA,1984,
A,NR,DIE,TOTAL,BE,1984,
A,NR,DIE,TOTAL,BG,1984,
A,NR,DIE,TOTAL,CH,1984,
A,NR,DIE,TOTAL,CY,1984,
A,NR,DIE,TOTAL,CZ,1984,
A,NR,DIE,TOTAL,DE,1984,
A,NR,DIE,TOTAL,DK,1984,
A,NR,DIE,TOTAL,EE,1984,
A,NR,DIE,TOTAL,EL,1984,
A,NR,DIE,TOTAL,ES,1984,
A,NR,DIE,TOTAL,EU27_2020,1984,
A,NR,DIE,TOTAL,FI,1984,
A,NR,DIE,TOTAL,FR,1984,240367.0
A,NR,DIE,TOTAL,GE,1984,
A,NR,DIE,TOTAL,HR,1984,
A,NR,DIE,TOTAL,HU,1984,
A,NR,DIE,TOTAL,IE,1984,
A,NR,DIE,TOTAL,IS,1984,
A,NR,DIE,TOTAL,IT,1984,
A,NR,DIE,TOTAL,LI,1984,
A,NR,DIE,TOTAL,LT,1984,
A,NR,DIE,TOTAL,LU,1984,
A,NR,DIE,TOTAL,LV,1984,
A,NR,DIE,TOTAL,MD,1984,
A,NR,DIE,TOTAL,ME,1984,
A,NR,DIE,TOTAL,MT,1984,
A,NR,DIE,TOTAL,NL,1984,
A,NR,DIE,TOTAL,NO,1984,
A,NR,DIE,TOTAL,PL,1984,
A,NR,DIE,TOTAL,PT,1984,
A,NR,DIE,TOTAL,RO,1984,
A,NR,DIE,TOTAL,RS,1984,
A,NR,DIE,TOTAL,SE,1984,
A,NR,DIE,TOTAL,SI,1984,
A,NR,DIE,TOTAL,SK,1984,
A,NR,DIE,TOTAL,TR,1984,
A,NR,DIE,TOTAL,UA,1984,
A,NR,DIE,TOTAL,UK,1984,
A,NR,DIE,TOTAL,XK,1984,
A,NR,PET,CC1400-1999,AT,1984,
A,NR,PET,CC1400-1999,BA,1984,
A,NR,PET,CC1400-1999,BE,1984,
A,NR,PET,CC1400-1999,CH,1984,
A,NR,PET,CC1400-1999,CY,1984,
A,NR,PET,CC1400-1999,CZ,1984,
A,NR,PET,CC1400-1999,DE,1984,
A,NR,PET,CC1400-1999,EE,1984,
A,NR,PET,CC1400-1999,EL,1984,
A,NR,PET,CC1400-1999,ES,1984,
A,NR,PET,CC1400-1999,FI,1984,
A,NR,PET,CC1400-1999,FR,1984,
A,NR,PET,CC1400-1999,GE,1984,
A,NR,PET,CC1400-1999,HR,1984,
A,NR,PET,CC1400-1999,HU,1984,
A,NR,PET,CC1400-1999,IE,1984,
A,NR,PET,CC1400-1999,IS,1984,
A,NR,PET,CC1400-1999,IT,1984,
A,NR,PET,CC1400-1999,LI,1984,
A,NR,PET,CC1400-1999,LT,1984,
A,NR,PET,CC1400-1999,LU,1984,
A,NR,PET,CC1400-1999,LV,1984,
A,NR,PET,CC1400-1999,MD,1984,
A,NR,PET,CC1400-1999,ME,1984,
A,NR,PET,CC1400-1999,MT,1984,
A,NR,PET,CC1400-1999,NO,1984,
A,NR,PET,CC1400-1999,PL,1984,
A,NR,PET,CC1400-1999,PT,1984,
A,NR,PET,CC1400-1999,RO,1984,
A,NR,PET,CC1400-1999,RS,1984,
A,NR,PET,CC1400-1999,SE,1984,
A,NR,PET,CC1400-1999,SI,1984,
A,NR,PET,CC1400-1999,TR,1984,
A,NR,PET,CC1400-1999,UA,1984,
A,NR,PET,CC1400-1999,UK,1984,
A,NR,PET,CC1400-1999,XK,1984,
A,NR,PET,CC_GE2000,AT,1984,
A,NR,PET,CC_GE2000,BA,1984,
A,NR,PET,CC_GE2000,BE,1984,
A,NR,PET,CC_GE2000,CH,1984,
A,NR,PET,CC_GE2000,CY,1984,
A,NR,PET,CC_GE2000,CZ,1984,
A,NR,PET,CC_GE2000,DE,1984,
A,NR,PET,CC_GE2000,EE,1984,
A,NR,PET,CC_GE2000,EL,1984,
A,NR,PET,CC_GE2000,ES,1984,
A,NR,PET,CC_GE2000,FI,1984,
A,NR,PET,CC_GE2000,FR,1984,
A,NR,PET,CC_GE2000,GE,1984,
A,NR,PET,CC_GE2000,HR,1984,
A,NR,PET,CC_GE2000,HU,1984,
A,NR,PET,CC_GE2000,IE,1984,
A,NR,PET,CC_GE2000,IS,1984,
A,NR,PET,CC_GE2000,IT,1984,
A,NR,PET,CC_GE2000,LI,1984,
A,NR,PET,CC_GE2000,LT,1984,
A,NR,PET,CC_GE2000,LU,1984,
A,NR,PET,CC_GE2000,LV,1984,
A,NR,PET,CC_GE2000,MD,1984,
A,NR,PET,CC_GE2000,ME,1984,
A,NR,PET,CC_GE2000,MT,1984,
A,NR,PET,CC_GE2000,NO,1984,
A,NR,PET,CC_GE2000,PL,1984,
A,NR,PET,CC_GE2000,PT,1984,
A,NR,PET,CC_GE2000,RO,1984,
A,NR,PET,CC_GE2000,RS,1984,
A,NR,PET,CC_GE2000,SE,1984,
A,NR,PET,CC_GE2000,SI,1984,
A,NR,PET,CC_GE2000,TR,1984,
A,NR,PET,CC_GE2000,UA,1984,
A,NR,PET,CC_GE2000,UK,1984,
A,NR,PET,CC_GE2000,XK,1984,
A,NR,PET,CC_LT1400,AT,1984,
A,NR,PET,CC_LT1400,BA,1984,
A,NR,PET,CC_LT1400,BE,1984,
A,NR,PET,CC_LT1400,CH,1984,
A,NR,PET,CC_LT1400,CY,1984,
A,NR,PET,CC_LT1400,CZ,1984,
A,NR,PET,CC_LT1400,DE,1984,
A,NR,PET,CC_LT1400,EE,1984,
A,NR,PET,CC_LT1400,EL,1984,
A,NR,PET,CC_LT1400,ES,1984,
A,NR,PET,CC_LT1400,FI,1984,
A,NR,PET,CC_LT1400,FR,1984,
A,NR,PET,CC_LT1400,GE,1984,
A,NR,PET,CC_LT1400,HR,1984,
A,NR,PET,CC_LT1400,HU,1984,
A,NR,PET,CC_LT1400,IE,1984,
A,NR,PET,CC_LT1400,IS,1984,
A,NR,PET,CC_LT1400,IT,1984,
A,NR,PET,CC_LT1400,LI,1984,
A,NR,PET,CC_LT1400,LT,1984,
A,NR,PET,CC_LT1400,LU,1984,
